id,article_id,owner_id,owner_kind,article_code,clause_no,point,text,rule_type,priority,normalized_text
rule_article_52_clause_1,article_52,article_52_clause_1,Clause,52,1,,"Chỉ các tình tiết sau đây mới là tình tiết tăng nặng trách nhiệm hình sự: a) Phạm tội có tổ chức; b) Phạm tội có tính chất chuyên nghiệp; c) Lợi dụng chức vụ, quyền hạn để phạm tội; d) Phạm tội có tính chất côn đồ; đ) Phạm tội vì động cơ đê hèn; e) Cố tình thực hiện tội phạm đến cùng; g) Phạm tội 02 lần trở lên; h) Tái phạm hoặc tái phạm nguy hiểm; i) Phạm tội đối với người dưới 16 tuổi, phụ nữ có thai hoặc người đủ 70 tuổi trở lên; k) Phạm tội đối với người ở trong tình trạng không thể tự vệ được, người khuyết tật nặng hoặc khuyết tật đặc biệt nặng, người bị hạn chế khả năng nhận thức hoặc người lệ thuộc mình về mặt vật chất, tinh thần, công tác hoặc các mặt khác; l) Lợi dụng hoàn cảnh chiến tranh, tình trạng khẩn cấp, thiên tai, dịch bệnh hoặc những khó khăn đặc biệt khác của xã hội để phạm tội; m) Dùng thủ đoạn tinh vi, xảo quyệt hoặc tàn ác để phạm tội; n) Dùng thủ đoạn hoặc phương tiện có khả năng gây nguy hại cho nhiều người để phạm tội; o) Xúi giục người dưới 18 tuổi phạm tội; p) Có hành động xảo quyệt hoặc hung hãn nhằm trốn tránh hoặc che giấu tội phạm.",definition_or_list,1,chi cac tinh tiet sau day moi la tinh tiet tang nang trach nhiem hinh su a pham toi co to chuc b pham toi co tinh chat chuyen nghiep c loi dung chuc vu quyen han de pham toi d pham toi co tinh chat con do d pham toi vi dong co de hen e co tinh thuc hien toi pham den cung g pham toi 02 lan tro len h tai pham hoac tai pham nguy hiem i pham toi doi voi nguoi duoi 16 tuoi phu nu co thai hoac nguoi du 70 tuoi tro len k pham toi doi voi nguoi o trong tinh trang khong the tu ve duoc nguoi khuyet tat nang hoac khuyet tat dac biet nang nguoi bi han che kha nang nhan thuc hoac nguoi le thuoc minh ve mat vat chat tinh than cong tac hoac cac mat khac l loi dung hoan canh chien tranh tinh trang khan cap thien tai dich benh hoac nhung kho khan dac biet khac cua xa hoi de pham toi m dung thu doan tinh vi xao quyet hoac tan ac de pham toi n dung thu doan hoac phuong tien co kha nang gay nguy hai cho nhieu nguoi de pham toi o xui giuc nguoi duoi 18 tuoi pham toi p co hanh dong xao quyet hoac hung han nham tron tranh hoac che giau toi pham
rule_article_52_clause_2,article_52,article_52_clause_2,Clause,52,2,,Các tình tiết đã được Bộ luật này quy định là dấu hiệu định tội hoặc định khung hình phạt thì không được coi là tình tiết tăng nặng.,definition_or_list,2,cac tinh tiet da duoc bo luat nay quy dinh la dau hieu dinh toi hoac dinh khung hinh phat thi khong duoc coi la tinh tiet tang nang
rule_article_53_clause_1,article_53,article_53_clause_1,Clause,53,1,,"Tái phạm là trường hợp đã bị kết án, chưa được xóa án tích mà lại thực hiện hành vi phạm tội do cố ý hoặc thực hiện hành vi phạm tội về tội phạm rất nghiêm trọng, tội phạm đặc biệt nghiêm trọng do vô ý.",definition_or_list,1,tai pham la truong hop da bi ket an chua duoc xoa an tich ma lai thuc hien hanh vi pham toi do co y hoac thuc hien hanh vi pham toi ve toi pham rat nghiem trong toi pham dac biet nghiem trong do vo y
rule_article_53_clause_2,article_53,article_53_clause_2,Clause,53,2,,"Những trường hợp sau đây được coi là tái phạm nguy hiểm: a) Đã bị kết án về tội phạm rất nghiêm trọng, tội phạm đặc biệt nghiêm trọng do cố ý, chưa được xóa án tích mà lại thực hiện hành vi phạm tội về tội phạm rất nghiêm trọng, tội phạm đặc biệt nghiêm trọng do cố ý; b) Đã tái phạm, chưa được xóa án tích mà lại thực hiện hành vi phạm tội do cố ý.",definition_or_list,2,nhung truong hop sau day duoc coi la tai pham nguy hiem a da bi ket an ve toi pham rat nghiem trong toi pham dac biet nghiem trong do co y chua duoc xoa an tich ma lai thuc hien hanh vi pham toi ve toi pham rat nghiem trong toi pham dac biet nghiem trong do co y b da tai pham chua duoc xoa an tich ma lai thuc hien hanh vi pham toi do co y
rule_article_54_clause_1,article_54,article_54_clause_1,Clause,54,1,,Tòa án có thể quyết định một hình phạt dưới mức thấp nhất của khung hình phạt được áp dụng nhưng phải trong khung hình phạt liền kề nhẹ hơn của điều luật khi người phạm tội có ít nhất hai tình tiết giảm nhẹ quy định tại khoản 1 Điều 51 của Bộ luật này.,condition_or_rule,1,toa an co the quyet dinh mot hinh phat duoi muc thap nhat cua khung hinh phat duoc ap dung nhung phai trong khung hinh phat lien ke nhe hon cua dieu luat khi nguoi pham toi co it nhat hai tinh tiet giam nhe quy dinh tai khoan 1 dieu 51 cua bo luat nay
rule_article_54_clause_2,article_54,article_54_clause_2,Clause,54,2,,Tòa án có thể quyết định một hình phạt dưới mức thấp nhất của khung hình phạt được áp dụng nhưng không bắt buộc phải trong khung hình phạt liền kề nhẹ hơn của điều luật đối với người phạm tội lần đầu là người giúp sức trong vụ án đồng phạm nhưng có vai trò không đáng kể.,condition_or_rule,2,toa an co the quyet dinh mot hinh phat duoi muc thap nhat cua khung hinh phat duoc ap dung nhung khong bat buoc phai trong khung hinh phat lien ke nhe hon cua dieu luat doi voi nguoi pham toi lan dau la nguoi giup suc trong vu an dong pham nhung co vai tro khong dang ke
rule_article_54_clause_3,article_54,article_54_clause_3,Clause,54,3,,"Trong trường hợp có đủ các điều kiện quy định tại khoản 1 hoặc khoản 2 Điều này nhưng điều luật chỉ có một khung hình phạt hoặc khung hình phạt đó là khung hình phạt nhẹ nhất, thì Tòa án có thể quyết định hình phạt dưới mức thấp nhất của khung hình phạt hoặc chuyển sang một hình phạt khác thuộc loại nhẹ hơn. Lý do của việc giảm nhẹ phải được ghi rõ trong bản án.",condition_or_rule,3,trong truong hop co du cac dieu kien quy dinh tai khoan 1 hoac khoan 2 dieu nay nhung dieu luat chi co mot khung hinh phat hoac khung hinh phat do la khung hinh phat nhe nhat thi toa an co the quyet dinh hinh phat duoi muc thap nhat cua khung hinh phat hoac chuyen sang mot hinh phat khac thuoc loai nhe hon ly do cua viec giam nhe phai duoc ghi ro trong ban an
rule_article_55_clause_1,article_55,article_55_clause_1,Clause,55,1,,"Đối với hình phạt chính: a) Nếu các hình phạt đã tuyên cùng là cải tạo không giam giữ hoặc cùng là tù có thời hạn, thì các hình phạt đó được cộng lại thành hình phạt chung; hình phạt chung không được vượt quá 03 năm đối với hình phạt cải tạo không giam giữ, 30 năm đối với hình phạt tù có thời hạn; b) Nếu các hình phạt đã tuyên là cải tạo không giam giữ, tù có thời hạn, thì hình phạt cải tạo không giam giữ được chuyển đổi thành hình phạt tù theo tỷ lệ cứ 03 ngày cải tạo không giam giữ được chuyển đổi thành 01 ngày tù để tổng hợp thành hình phạt chung theo quy định tại điểm a khoản 1 Điều này; c) Nếu hình phạt nặng nhất trong số các hình phạt đã tuyên là tù chung thân thì hình phạt chung là tù chung thân; d) Nếu hình phạt nặng nhất trong số các hình phạt đã tuyên là tử hình thì hình phạt chung là tử hình; đ) Phạt tiền không tổng hợp với các loại hình phạt khác; các khoản tiền phạt được cộng lại thành hình phạt chung; e) Trục xuất không tổng hợp với các loại hình phạt khác;",definition_or_list,1,doi voi hinh phat chinh a neu cac hinh phat da tuyen cung la cai tao khong giam giu hoac cung la tu co thoi han thi cac hinh phat do duoc cong lai thanh hinh phat chung hinh phat chung khong duoc vuot qua 03 nam doi voi hinh phat cai tao khong giam giu 30 nam doi voi hinh phat tu co thoi han b neu cac hinh phat da tuyen la cai tao khong giam giu tu co thoi han thi hinh phat cai tao khong giam giu duoc chuyen doi thanh hinh phat tu theo ty le cu 03 ngay cai tao khong giam giu duoc chuyen doi thanh 01 ngay tu de tong hop thanh hinh phat chung theo quy dinh tai diem a khoan 1 dieu nay c neu hinh phat nang nhat trong so cac hinh phat da tuyen la tu chung than thi hinh phat chung la tu chung than d neu hinh phat nang nhat trong so cac hinh phat da tuyen la tu hinh thi hinh phat chung la tu hinh d phat tien khong tong hop voi cac loai hinh phat khac cac khoan tien phat duoc cong lai thanh hinh phat chung e truc xuat khong tong hop voi cac loai hinh phat khac
rule_article_55_clause_2,article_55,article_55_clause_2,Clause,55,2,,Đối với hình phạt bổ sung: a) Nếu các hình phạt đã tuyên là cùng loại thì hình phạt chung được quyết định trong giới hạn do Bộ luật này quy định đối với loại hình phạt đó; riêng đối với hình phạt tiền thì các khoản tiền phạt được cộng lại thành hình phạt chung; b) Nếu các hình phạt đã tuyên là khác loại thì người bị kết án phải chấp hành tất cả các hình phạt đã tuyên.,definition_or_list,2,doi voi hinh phat bo sung a neu cac hinh phat da tuyen la cung loai thi hinh phat chung duoc quyet dinh trong gioi han do bo luat nay quy dinh doi voi loai hinh phat do rieng doi voi hinh phat tien thi cac khoan tien phat duoc cong lai thanh hinh phat chung b neu cac hinh phat da tuyen la khac loai thi nguoi bi ket an phai chap hanh tat ca cac hinh phat da tuyen
rule_article_56_clause_1,article_56,article_56_clause_1,Clause,56,1,,"Trong trường hợp một người đang phải chấp hành một bản án mà lại bị xét xử về tội đã phạm trước khi có bản án này, thì Tòa án quyết định hình phạt đối với tội đang bị xét xử, sau đó quyết định hình phạt chung theo quy định tại Điều 55 của Bộ luật này. Thời gian đã chấp hành hình phạt của bản án trước được trừ vào thời hạn chấp hành hình phạt chung.",condition_or_rule,1,trong truong hop mot nguoi dang phai chap hanh mot ban an ma lai bi xet xu ve toi da pham truoc khi co ban an nay thi toa an quyet dinh hinh phat doi voi toi dang bi xet xu sau do quyet dinh hinh phat chung theo quy dinh tai dieu 55 cua bo luat nay thoi gian da chap hanh hinh phat cua ban an truoc duoc tru vao thoi han chap hanh hinh phat chung
rule_article_56_clause_2,article_56,article_56_clause_2,Clause,56,2,,"Khi xét xử một người đang phải chấp hành một bản án mà lại thực hiện hành vi phạm tội mới, Tòa án quyết định hình phạt đối với tội mới, sau đó tổng hợp với phần hình phạt chưa chấp hành của bản án trước rồi quyết định hình phạt chung theo quy định tại Điều 55 của Bộ luật này.",condition_or_rule,2,khi xet xu mot nguoi dang phai chap hanh mot ban an ma lai thuc hien hanh vi pham toi moi toa an quyet dinh hinh phat doi voi toi moi sau do tong hop voi phan hinh phat chua chap hanh cua ban an truoc roi quyet dinh hinh phat chung theo quy dinh tai dieu 55 cua bo luat nay
rule_article_56_clause_3,article_56,article_56_clause_3,Clause,56,3,,"Trong trường hợp một người phải chấp hành nhiều bản án đã có hiệu lực pháp luật mà các hình phạt của các bản án chưa được tổng hợp, thì Chánh án Tòa án có thẩm quyền ra quyết định tổng hợp hình phạt của các bản án theo quy định tại khoản 1 và khoản 2 Điều này.",condition_or_rule,3,trong truong hop mot nguoi phai chap hanh nhieu ban an da co hieu luc phap luat ma cac hinh phat cua cac ban an chua duoc tong hop thi chanh an toa an co tham quyen ra quyet dinh tong hop hinh phat cua cac ban an theo quy dinh tai khoan 1 va khoan 2 dieu nay
rule_article_57_clause_1,article_57,article_57_clause_1,Clause,57,1,,"Đối với hành vi chuẩn bị phạm tội và hành vi phạm tội chưa đạt, hình phạt được quyết định theo các điều của Bộ luật này về các tội phạm tương ứng tùy theo tính chất, mức độ nguy hiểm cho xã hội của hành vi, mức độ thực hiện ý định phạm tội và những tình tiết khác khiến cho tội phạm không thực hiện được đến cùng.",condition_or_rule,1,doi voi hanh vi chuan bi pham toi va hanh vi pham toi chua dat hinh phat duoc quyet dinh theo cac dieu cua bo luat nay ve cac toi pham tuong ung tuy theo tinh chat muc do nguy hiem cho xa hoi cua hanh vi muc do thuc hien y dinh pham toi va nhung tinh tiet khac khien cho toi pham khong thuc hien duoc den cung
rule_article_57_clause_2,article_57,article_57_clause_2,Clause,57,2,,"Đối với trường hợp chuẩn bị phạm tội, hình phạt được quyết định trong phạm vi khung hình phạt được quy định trong các điều luật cụ thể.",condition_or_rule,2,doi voi truong hop chuan bi pham toi hinh phat duoc quyet dinh trong pham vi khung hinh phat duoc quy dinh trong cac dieu luat cu the
rule_article_57_clause_3,article_57,article_57_clause_3,Clause,57,3,,"Đối với trường hợp phạm tội chưa đạt, nếu điều luật được áp dụng có quy định hình phạt cao nhất là tù chung thân hoặc tử hình thì áp dụng hình phạt tù không quá 20 năm; nếu là tù có thời hạn thì mức hình phạt không quá ba phần tư mức phạt tù mà điều luật quy định.",condition_or_rule,3,doi voi truong hop pham toi chua dat neu dieu luat duoc ap dung co quy dinh hinh phat cao nhat la tu chung than hoac tu hinh thi ap dung hinh phat tu khong qua 20 nam neu la tu co thoi han thi muc hinh phat khong qua ba phan tu muc phat tu ma dieu luat quy dinh
rule_article_58_clause_0,article_58,article_58_clause_0,Clause,58,,,"Khi quyết định hình phạt đối với những người đồng phạm, Tòa án phải xét đến tính chất của đồng phạm, tính chất và mức độ tham gia phạm tội của từng người đồng phạm. Các tình tiết giảm nhẹ, tăng nặng hoặc loại trừ trách nhiệm hình sự thuộc người đồng phạm nào, thì chỉ áp dụng đối với người đó.",body,1,khi quyet dinh hinh phat doi voi nhung nguoi dong pham toa an phai xet den tinh chat cua dong pham tinh chat va muc do tham gia pham toi cua tung nguoi dong pham cac tinh tiet giam nhe tang nang hoac loai tru trach nhiem hinh su thuoc nguoi dong pham nao thi chi ap dung doi voi nguoi do
